1,80
2,79
3,79
4,77
5,76
6,75
7,78
8,74
9,72
10,72
11,615
12,70
13,135
14,129
15,76
16,68
17,80
18,70
19,119
20,67
21,820
22,67
23,122
24,100
25,60
26,212
27,147
28,73
29,80
30,72
31,62
32,70
33,68
34,53
35,51
36,51
37,48
38,43
39,45
40,41
41,40
42,39
43,38
44,37
45,36
46,35
47,34
48,33
49,32
50,31
51,30
52,29
53,28
54,27
55,26
56,25
57,24
58,23
59,22
60,21
61,20
62,19
63,18
64,17
65,16
66,15
67,14
68,13
69,12
70,11
